program_id,county,site_address,foodborne_illness_violations,good_retail_practices_violations,total_violations,inspScore
Buffalo Wild Wings 190,Adams,10090 Grant St,2,5,7,49
Buffalo Wild Wings 214,Adams,2025 Prairie Center Pkwy,3,3,6,50
Buffalo Wild Wings 264,Adams,16540 Washington St,3,6,9,47
Buffalo Wild Wings 300,Arapahoe,10500 E Garden Dr,1,4,5,51
Buffalo Wild Wings 381,Douglas,908 Sgt Jon Stiles Dr,1,4,5,51
Buffalo Wild Wings 648,Arapahoe,3900 River Point Pkwy,2,3,5,51
Buffalo Wild Wings 669,Arapahoe,6100 S Main St,2,2,4,52
Buffalo Wild Wings 95,Arapahoe,8255 S Chester St Unit 200,4,5,9,47
Buffet City Brighton,Adams,50 N Main St,5,11,16,40
Bull and Bush,Arapahoe,4700 Cherry Creek Dr,1,6,7,49
Bundt Shoppe,Douglas,7437 Village Square Dr Ste 125,0,4,4,52
Bundt Shoppe,Douglas,9315 Dorchester St G 109,0,2,2,54
Bundt Shoppe The,Arapahoe,5910 S University Blvd Unit C16,3,1,4,52
Burger King,Adams,520 E 58th Ave,1,3,4,52
Burger King,Adams,650 E 120th Ave,5,4,9,47
Burger King,Adams,7255 Pecos St,1,3,4,52
Burger King,Arapahoe,5697 S Himalaya St,3,2,5,51
Burger King,Arapahoe,620 S Buckley Rd,1,2,3,53
Burger King,Arapahoe,900 W Hampden Ave,1,4,5,51
Burger King,Douglas,3520 Town Center Dr,1,6,7,49
Burger King,Douglas,4408 Barranca Ln,3,4,7,49
Burger King,Douglas,6675 Business Center Dr,1,1,2,54
Burger King,Douglas,880 Kinner St,0,7,7,49
Burger King 10685,Douglas,18811 Ponderosa Dr,1,3,4,52
Burger King 13779,Arapahoe,6712 S Potomac St,1,2,3,53
Burger King 16607,Arapahoe,2397 W Belleview Ave Unit A,2,5,7,49
Burger King 1814,Arapahoe,15290 E Colfax Ave,4,8,12,44
Burger King 18222,Arapahoe,2650 S Havana St,0,2,2,54
Burger King 1996,Arapahoe,12119 E Mississippi Ave,1,1,2,54
Burger King 2409,Adams,1505 E Bridge St,0,5,5,51
Burger King 2424,Arapahoe,15340 E Hampden Ave,2,3,5,51
Burger King 2889,Arapahoe,16850 E Iliff Ave,1,2,3,53
Burger King 3609,Arapahoe,7480 S University Blvd,1,3,4,52
Burger King 4268,Adams,2998 W 104th Ave,1,4,5,51
Burger King 457,Adams,666 E 104th Ave,2,6,8,48
Burger King 5688,Arapahoe,14090 E Mississippi Ave,0,5,5,51
Burger King 8097,Arapahoe,16706 E Smoky Hill Rd,0,3,3,53
Burger King 9400,Adams,3800 Chambers Rd,2,5,7,49
Burger King 9674,Adams,301 W 84th Ave,0,0,0,56
Burger Theory,Arapahoe,6638 S Nome St,2,2,4,52
Burgerim,Douglas,12231 Pine Bluffs Way Unit 109,3,1,4,52
Burnt Ends BBQ,Arapahoe,5332 DTC Blvd,2,2,4,52
Burrito Rapido,Adams,6089 Quebec St Unit B,6,4,10,46
Burritos and Company,Adams,5907 Washington St,3,2,5,51
Burtons,Douglas,2975 Summer Wind Ln,1,3,4,52
Butcher Block Cafe,Adams,4605 E 74th Ave,1,4,5,51
Byers General Store,Arapahoe,568 N Highway 36,6,4,10,46
Byers School,Adams,444 E Front St,1,1,2,54
C B Potts Big Horn Brewing Company,Adams,1257 W 120th Ave,4,9,13,43
C and K Food and Gas,Adams,5251 Pecos St,1,2,3,53
CJs Catering,Adams,101 N Main St,2,2,4,52
Cabelas,Adams,14050 N Lincoln St,3,0,3,53
Cafe 180,Arapahoe,3315 S Broadway,4,2,6,50
Cafe Allegro,Arapahoe,7400 E Orchard Rd Ste 100,1,0,1,55
Cafe Ambrosia,Arapahoe,20981 E Smoky Hill Rd,8,7,15,41
Cafe Cascade,Arapahoe,6300 S Syracuse Way,4,1,5,51
Cafe China,Douglas,10920 S Parker Rd Unit B3,2,5,7,49
Cafe Mexico I,Adams,3815 W 72nd Way,2,6,8,48
Cafe Mexico II,Adams,810 E 120th Ave,4,2,6,50
Cafe One,Arapahoe,5251 DTC Pkwy Ste P3,5,0,5,51
Cafe Paprika,Arapahoe,13160 E Mississippi Ave,3,6,9,47
Cafe Rio Mexican Grill,Adams,100 E 120th Ave Unit C140,3,6,9,47
Cafe Rio Mexican Grill,Arapahoe,610 S Colorado Blvd Ste A,1,2,3,53
Cafe Rio Mexican Grill,Arapahoe,6907 S University Blvd,2,1,3,53
Cafe Rio Mexican Grill,Douglas,832 New Memphis Ct Ste 120,1,3,4,52
Cafe Sol,Douglas,9049 Forsstrom Dr,3,0,3,53
Cafe Terra Cotta,Arapahoe,5649 S Curtice St,7,6,13,43
Cafe Typica,Arapahoe,4340 E Kentucky Ave Unit 145,1,2,3,53
Cafe du Coco,Arapahoe,2676 W Alamo Ave,3,4,7,49
Caitlins,Arapahoe,4379 E Mississippi Ave,3,1,4,52
Cajun and Grill,Douglas,8515 Park Meadows Center Dr Unit 3019,5,8,13,43
Cakeheads,Arapahoe,7530 S University Blvd Unit 105,4,3,7,49
Cakes By Karen,Adams,10691 Melody Dr # 1,3,6,9,47
California Pizza Kitchen,Douglas,8343 Park Meadows Center Dr,5,9,14,42
Calvary Chapel,Arapahoe,18900 E Hampden Ave,2,1,3,53
Cambria Suites,Adams,16001 E 40th Cir,4,8,12,44
Campus Middle School,Arapahoe,4785 S Dayton St,0,0,0,56
Cannoli Cafe,Douglas,18595 E Mainstreet 1st Flr,2,2,4,52
Canon Catering,Arapahoe,6518 S Broadway,5,2,7,49
Cantina Deportiva,Adams,6970 Eudora Dr,1,2,3,53
Canyon Creek Elementary,Arapahoe,6070 S Versailles Pkwy,0,0,0,56
Capitol Pizza,Adams,805 W 88th Ave,7,7,14,42
Capri Pizza,Adams,12720 Colorado Blvd Unit D2,7,6,13,43
Capri Pizza,Adams,2431 E 88th Ave,4,5,9,47
Carefree Cuisine,Arapahoe,3615 W Bowles Ave Unit 1,0,0,0,56
Caribou Coffee 1202,Adams,2721 W 120th Ave Bldg A,1,2,3,53
Caribou Coffee 1216,Arapahoe,13700 E Colfax Ave Ste C,1,3,4,52
Caribou Coffee and Einstein,Adams,14315 Orchard Pkwy Ste 600,3,3,6,50
Caribou Coffee and Einstein,Douglas,7120 E County Line Rd,4,0,4,52
Carlos Miguel Mexican Bar and Grill,Douglas,3982 Limelight Ave,5,4,9,47
Carmines Pizza and Pasta,Douglas,9500 Heritage Hills Cir Ste 500,7,7,14,42
Carniceria Aurora CO,Arapahoe,354 Havana St,2,0,2,54
Carniceria Compare,Arapahoe,541 Sable Blvd,5,4,9,47
Carniceria Dariana,Arapahoe,12028 E Mississippi Ave Unit B,3,5,8,48
Carniceria Del Norte,Adams,2401 E 88th Ave Unit A,6,4,10,46
Carniceria Dos Reales,Adams,8411 Pecos St Unit A,4,3,7,49
Carniceria El Rancho,Adams,573 S 4th Ave,8,11,19,37
Carniceria Jerezana,Arapahoe,1148 Yosemite St,9,3,12,44
Carniceria La Michoacana,Arapahoe,800 Dayton St,5,8,13,43
Carniceria La Pradera,Adams,5640 E 64th Ave,5,6,11,45
Carniceria La Superior,Arapahoe,1020 S Peoria St,5,4,9,47
Carniceria La Tapatia,Arapahoe,395 W Littleton Blvd Unit 5A,8,5,13,43
Carniceria La Victoria,Arapahoe,1436 Jamaica St Unit B,7,0,7,49
Carniceria Latina,Arapahoe,2272 S Chambers Rd,6,7,13,43
Carniceria Mexicana,Adams,9508 Montview Blvd,7,5,12,44
Carniceria Mi Mexico,Arapahoe,3102 S Parker Rd Ste A8-A9,4,2,6,50
Carniceria Mi Raza,Adams,1898 W 92nd Ave,2,10,12,44
Carniceria Taqueria La Consentida,Arapahoe,11651 E Montview Blvd,4,0,4,52
Carniceria Tarahumara,Adams,8993 N Washington St,0,3,3,53
Carniceria Y Abarrotes Chihuas,Adams,1135 E Bridge St,5,8,13,43
Carniceria Y Panaderia El Jakalito,Arapahoe,2260 S Quebec St Unit 1,4,3,7,49
Carniceria Y Panaderia Lyly,Arapahoe,16794 E Iliff Ave,1,2,3,53
Carniceria Y Taqueria El Tarazco,Adams,7575 Broadway Ste A,4,5,9,47
Carniceria y Taqueria la Pasadita,Adams,5330 Sheridan Blvd,5,5,10,46
Carniceria y Verduleria Guadalajara,Adams,1544 Lima St Unit A,7,3,10,46
Carroll Butts Ballfields,Adams,9427 Perry St,3,3,6,50
Casa Caliente,Douglas,8800 S Colorado Blvd Unit G,4,6,10,46
Casa Gutierrez,Arapahoe,12131 E Iliff Ave Unit D,3,3,6,50
Casa Mariachi,Douglas,9771 S Parker Rd,5,6,11,45
Casa Vallarta,Arapahoe,4002 S Parker Rd,8,10,18,38
Castaways,Adams,451 W 84th Ave,2,5,7,49
Castle Bar and Grill,Arapahoe,6657 S Broadway,2,2,4,52
Castle Cafe,Douglas,403 Wilcox St,4,12,16,40
Castle Pines Golf Club,Douglas,1000 Hummingbird Dr,3,2,5,51
Castle Rock Adventist Health,Douglas,2350 Meadows Blvd,4,8,12,44
Castle Rock Donuts,Douglas,300 W Allen St,5,3,8,48
Castle Rock Dream Ice Cream,Douglas,5050 Factory Shops Blvd Unit F20,1,5,6,50
Castle Rock Elementary,Douglas,1103 Canyon Dr,0,0,0,56
Castle Rock Middle School,Douglas,2575 Meadows Pkwy,0,0,0,56
Castle Rock Nutrition,Douglas,514 Perry St,0,0,0,56
Castle Rock Recreation Center,Douglas,2301 Woodlands Blvd,1,3,4,52
Castle View High School,Douglas,5254 Meadows Dr,5,2,7,49
Casual Lounge,Arapahoe,65 W Floyd Ave,1,4,5,51
Cazadorez Bar and Grill,Arapahoe,1470 Jamaica St,8,8,16,40
Cedar,Adams,1693 Quentin St,2,1,3,53
Cedar Creek Pub,Adams,2100 N Ursula St Unit 20,3,0,3,53
Celebrity Lanes,Arapahoe,15755 E Arapahoe Rd,1,3,4,52
Celtic House Pub,Douglas,16522 Keystone Blvd Ste H,1,2,3,53
Centennial Elementary,Arapahoe,3306 W Berry Ave,1,1,2,54
Central Elementary School,Adams,6450 Holly St,0,1,1,55
Centura Health,Arapahoe,9100 E Mineral Cir,5,8,13,43
Century Elementary,Arapahoe,2500 S Granby Way,0,0,0,56
Century KTV Asian Cafe,Arapahoe,1555 S Havana St Unit B,4,6,10,46
Century Middle School,Adams,13000 Lafayette St,1,0,1,55
Chagos Mexican Food,Arapahoe,16728 E Smoky Hill Rd Unit 11-I,0,0,0,56
Chai and Chai,Adams,12501 E 17th Ave Unit G,10,6,16,40
Challenge School,Arapahoe,9659 E Mississippi Ave,0,0,0,56
Challenge to Excellence Charter School,Douglas,16995 Carlson Dr,0,3,3,53
Challengers Sports Bar and Restaurant,Arapahoe,12161 E Iliff Ave,6,4,10,46
Chans Inn,Adams,3985 E 120th Ave,4,6,10,46
Chaparral High School,Douglas,15655 Brookstone Dr,0,0,0,56
Charitos House,Douglas,9080 Spruce Mountain Rd,6,8,14,42
Charles Hay World School,Arapahoe,3195 S Lafayette St,1,1,2,54
Charleys Grilled Subs,Arapahoe,14200 E Alameda Pkwy Unit 2066,1,3,4,52
Charleys Grilled Subs,Douglas,8515 Park Meadows Center Dr Unit 3013,5,5,10,46
Charleys Philly Steaks,Adams,13801 Grant St Unit 500,3,3,6,50
Charlies Crackle Corn,Adams,12189 Pennsylvania St,1,0,1,55
Chaserz Bar N Grill,Adams,7980 Sheridan Blvd,1,1,2,54
Cheddars Casual Cafe,Adams,10250 Grant St Unit 300,3,2,5,51
Cheddars Casual Cafe,Arapahoe,15775 E Briarwood Cir,3,2,5,51
Cheesecake Factory,Douglas,8405 Park Meadows Center Dr Unit 1001,6,7,13,43
Chef Ds,Arapahoe,14200 E Alameda Ave Unit 1024,5,3,8,48
Chef Steve,Arapahoe,15821 E Centretech Cir,1,0,1,55
Cherokee Trail Elementary,Douglas,17302 Clarke Farms Dr,0,3,3,53
Cherokee Trail High School,Arapahoe,25901 E Arapahoe Rd,0,1,1,55
Cherrelyn Elementary School,Arapahoe,4500 S Lincoln St,2,1,3,53
Cherry Creek Country Club,Arapahoe,2405 S Yosemite St,3,3,6,50
Cherry Creek Deli,Arapahoe,4500 Cherry Creek Dr Ste 106,6,8,14,42
Cherry Creek High School/Bruins Bistro,Arapahoe,9300 E Union Ave,0,0,0,56
Cherry Creek Innovation Campus-CCI Cafe,Arapahoe,8000 S Chambers Rd,0,0,0,56
Cherry Creek Presbyterian/ Community Life Center,Arapahoe,10000 E Belleview Ave,1,1,2,54
Cherry Creek Spa,Arapahoe,2333 S Yosemite St,0,2,2,54
Cherry Creek Student Nutrition Center,Arapahoe,14270 E Briarwood Ave,2,0,2,54
Cherry Crest Meat and Seafood,Arapahoe,5909 S University Blvd,8,10,18,38
Cherry Drive Elementary,Adams,11500 Cherry Dr,1,1,2,54
Cherry Hills Country Club,Arapahoe,4125 S University Blvd,6,3,9,47
Cherry Hills Sushi,Arapahoe,1400 E Hampden Ave Unit 110,3,0,3,53
Cherry Hills Village Elementary,Arapahoe,2400 E Quincy Ave,0,0,0,56
Cherry Thai,Arapahoe,13710 E Quincy Ave,8,13,21,35
Cherry Valley Elementary,Douglas,9244 S Highway 83,0,0,0,56
Cherry Village Asian Grill,Douglas,17001 Lincoln Ave Unit A,8,10,18,38
Chesters Philly Grill,Arapahoe,2195 S Chambers Rd,8,2,10,46
Chianti Ristorante Italiano,Arapahoe,5121 S Yosemite St,4,3,7,49
Chicago Mikes,Arapahoe,11405 E Briarwood Ave Ste 900,5,6,11,45
Chick Fil A,Adams,1301 E 120th Ave,3,3,6,50
Chick Fil A,Adams,14275 Orchard Pkwy,1,1,2,54
Chick Fil A,Adams,16670 Washington St,3,2,5,51
Chick Fil A,Arapahoe,14200 E Alameda Ave Unit 2062,1,0,1,55
Chick Fil A,Arapahoe,3085 S Broadway,1,0,1,55
Chick Fil A,Arapahoe,430 S Colorado Blvd,1,1,2,54
Chick Fil A,Arapahoe,5600 S Parker Rd,2,5,7,49
Chick Fil A,Arapahoe,6907 S University Blvd Ste 201-B,1,1,2,54
Chick Fil A,Arapahoe,7301 S Santa Fe Dr Unit 900,0,3,3,53
Chick Fil A,Arapahoe,9331 E Arapahoe Rd,3,2,5,51
Chick Fil A,Douglas,3700 E Highlands Ranch Pkwy,1,2,3,53
Chick Fil A,Douglas,9335 Crown Crest Blvd,2,9,11,45
Chick Fil A,Douglas,950 Cpl Max Donahue Ln,2,1,3,53
Chick Fil A Castle Rock FSU,Douglas,6353 Promenade Pkwy,0,0,0,56
Chick Fil A Gateway Park,Arapahoe,3444 N Salida St,2,4,6,50
Chick Fil A Riverpoint,Arapahoe,4090 River Point Pkwy,1,2,3,53
Chick Fil A at Alameda Ave,Arapahoe,14310 E Alameda Ave,1,1,2,54
Chick Fil A at Brighton FSU,Adams,2035 Prairie Center Pkwy,2,3,5,51
Chick Fil A at Castle Rock FSU,Douglas,346 Metzler Dr,2,3,5,51
Chick Fil A at Gardens on Havana,Arapahoe,1198 S Havana St,2,1,3,53
Chick Fil A at Southlands,Arapahoe,24400 E Smoky Hill Rd,1,4,5,51
Chick Fil A at Thorncreek,Adams,10280 Federal Blvd,2,1,3,53
Chick Fil A of Park Meadows Center,Douglas,8515 Park Meadows Center Dr Unit 3018,2,2,4,52
Chick Fil A of Park Meadows F S U,Douglas,9091 Westview Rd,7,9,16,40
Chicken Shack Aurora The,Arapahoe,6710 S Cornerstar Way Unit B,0,0,0,56
Chicken Shack Parker,Douglas,11211 S Dransfeldt Rd Ste 134,0,4,4,52
Chicken Teriyaki 6,Arapahoe,2225 S Peoria St,4,4,8,48
Childrens Health Pavilion - View Cafe,Arapahoe,860 Potomac Cir Flr 4,0,1,1,55
Childrens Hospital,Adams,13123 E 16th Ave Box 250,2,5,7,49
Childrens Hospital,Douglas,1811 Plaza Dr,0,0,0,56
Chilgogi Korean BBQ,Arapahoe,9666 E Arapahoe Rd,5,4,9,47
Chilis,Arapahoe,2070 E County Line Rd,4,4,8,48
Chilis Grill and Bar,Adams,2211 Prairie Center Pkwy,3,5,8,48
Chilis Grill and Bar,Adams,901 W 120th Ave,4,7,11,45
Chilis Grill and Bar,Arapahoe,265 S Abilene St,2,3,5,51
Chilis Grill and Bar,Arapahoe,6379 S Southlands Pkwy,1,3,4,52
Chilis Grill and Bar,Arapahoe,6646 S Parker Rd,3,3,6,50
Chilis Grill and Bar,Arapahoe,790 S Colorado Blvd,1,3,4,52
Chilis Grill and Bar,Douglas,10460 Park Meadows Dr,3,8,11,45
Chilis Grill and Bar,Douglas,11481 S Twenty Mile Rd,2,4,6,50
Chilis Grill and Bar,Douglas,800 New Memphis Ct,1,5,6,50
Chilis Grill and Bar 1230,Arapahoe,3451 Tower Rd,2,8,10,46
Chilis Grill and Bar 1274,Adams,16507 Washington St,5,2,7,49
Chilis Grill and Bar 1411,Arapahoe,3860 River Point Pkwy,6,9,15,41
China Cafe,Douglas,734 S Perry St Unit A,2,5,7,49
China Cafe 4,Arapahoe,16870 E Iliff Ave,4,4,8,48
China Chef,Arapahoe,636 Peoria St Unit A,6,6,12,44
China Chef Express,Arapahoe,980 S Peoria St Unit A,4,5,9,47
China Kitchen,Arapahoe,200 1st St,4,5,9,47
China Lee Zhuo Xing,Arapahoe,4662 S Yosemite St,3,2,5,51
China Taipei Restaurant,Arapahoe,8100 S Quebec St Unit B14,5,3,8,48
China Wok,Adams,4243 E 136th Ave Unit 312,3,7,10,46
Chinese Noodles,Arapahoe,12201 E Mississippi Ave Ste 123B,2,3,5,51
Chipotle Mexican Grill,Adams,3455 Salida St Unit D,2,2,4,52
Chipotle Mexican Grill,Adams,5160 W 120th Ave,1,4,5,51
Chipotle Mexican Grill,Adams,951 E 120th Ave,1,6,7,49
Chipotle Mexican Grill,Arapahoe,1205 S Havana St Unit B1,1,2,3,53
Chipotle Mexican Grill,Arapahoe,12073 E Arapahoe Rd,0,1,1,55
Chipotle Mexican Grill,Arapahoe,15280 E Iliff Ave,0,2,2,54
Chipotle Mexican Grill,Arapahoe,2300 S Parker Rd Unit B,0,3,3,53
Chipotle Mexican Grill,Arapahoe,333 W Hampden Ave Lbby 110,0,1,1,55
Chipotle Mexican Grill,Arapahoe,4205 S Buckley Rd,2,5,7,49
Chipotle Mexican Grill,Arapahoe,5699 S Broadway,3,0,3,53
Chipotle Mexican Grill,Arapahoe,6570 S Yosemite St Unit D,0,0,0,56
Chipotle Mexican Grill,Arapahoe,7515 S University Blvd,1,1,2,54
Chipotle Mexican Grill,Arapahoe,8000 E Belleview Ave Unit F20,0,0,0,56
Chipotle Mexican Grill,Douglas,18701 E Mainstreet,0,0,0,56
Chipotle Mexican Grill,Douglas,2209 W Wildcat Reserve Pkwy,0,5,5,51
Chipotle Mexican Grill,Douglas,5642 Allen Way Ste 104,1,1,2,54
Chipotle Mexican Grill,Douglas,8515 Park Meadows Center Dr Unit 3001,0,2,2,54
Chipotle Mexican Grill,Douglas,9500 Heritage Hills Cir Ste 700,2,3,5,51
Chipotle Mexican Grill 1291,Arapahoe,6710 S Cornerstar Way Unit A,1,3,4,52
Chipotle Mexican Grill 162,Adams,5988 Dahlia St,1,0,1,55
Chipotle Mexican Grill 1885,Arapahoe,8255 S Chester St Unit 100,2,4,6,50
Chipotle Mexican Grill 3245,Adams,14452 Orchard Pkwy Ste 300,1,0,1,55
Chipotle Mexican Grill 3376,Douglas,9579 S University Blvd,0,0,0,56
Chipotle Mexican Grill 566,Arapahoe,20209 E Smoky Hill Rd,1,2,3,53
Chipotle Mexican Grill 69,Adams,10320 Federal Blvd Unit 100,3,0,3,53
Chipotle Mexican Grill 712,Adams,815 Thornton Pkwy,1,1,2,54
Chipotle Mexican Grill 719,Douglas,18320 Cottonwood Dr Unit A,3,1,4,52
Chipotle Mexican Grill 745,Arapahoe,13700 E Colfax Ave Ste A,0,1,1,55
Chipotle Mexican Grill 943,Arapahoe,24100 E Commons Ave Ste 101,1,2,3,53
Chipotle Mexican Grill Inc,Adams,7303 N Federal Blvd Unit 1,0,1,1,55
Chocklo,Arapahoe,6830 S Yosemite St,5,2,7,49
Chop Shop Casual Urban Eatery,Arapahoe,3150 S Broadway,4,0,4,52
ChowSun,Arapahoe,830 S Buckley Rd,8,4,12,44
Chubbys,Adams,3004 W 105th Ave,4,4,8,48
Chubbys,Adams,7310 Federal Blvd,2,4,6,50
Chubbys,Adams,8330 Washington St,6,6,12,44
Chubbys 14,Arapahoe,5826 S Lowell Blvd,6,3,9,47
Chuck E Cheeses,Arapahoe,1001 W Hampden Ave,5,0,5,51
Chuck E Cheeses,Arapahoe,14005 E Exposition Ave,5,2,7,49
Chuck E Cheeses,Douglas,7510 Parkway Dr,2,4,6,50
Chuey Fus,Arapahoe,2950 S Broadway Unit B,3,3,6,50
Churchs Chicken,Adams,8661 Washington St,1,4,5,51
Churchs Chicken,Arapahoe,11900 E Colfax Ave,1,3,4,52
Churchs Chicken,Arapahoe,2181 S Havana St,0,2,2,54
Churchs Fried Chicken,Adams,7295 E 64th Ave,1,2,3,53
Chutney,Arapahoe,2740 S Havana St Unit K,6,6,12,44
Chuys,Arapahoe,8121 E Arapahoe Rd,4,0,4,52
Chuze Fitness,Douglas,9449 S University Blvd,0,0,0,56
Chuze Fitness - Englewood,Arapahoe,200 W Belleview Ave,1,3,4,52
Ciancios at Hyland Hills,Adams,9650 Sheridan Blvd,4,2,6,50
Cicis Pizza,Arapahoe,14000 E Mississippi Ave,2,4,6,50
Cielo at Castle Pines,Douglas,485 W Happy Canyon Rd,0,1,1,55
Cimarron Elementary,Arapahoe,17373 E Lehigh Pl,0,1,1,55
Cimarron Middle School,Douglas,12130 Canterberry Pkwy,0,3,3,53
Cinna Box Bakery and Cafe,Adams,2145 E 120th Ave Unit A,3,1,4,52
Cinnabon,Arapahoe,14200 E Alameda Ave,1,2,3,53
Cinzzettis Italian Market Restaurant,Adams,281 W 104th Ave,5,8,13,43
Circle K 2709844,Adams,4020 E 104th Ave,3,3,6,50
Circle K 2709845,Arapahoe,10553 E Briarwood Cir,2,8,10,46
Circle K 2709850,Adams,12801 Washington St,2,1,3,53
Circle K 2709852,Arapahoe,15291 E Hampden Ave,2,4,6,50
Circle K 2709853,Arapahoe,15593 E Iliff Ave,1,5,6,50
Circle K 2709860,Douglas,23 W Wolfensberger Rd,1,7,8,48
Circle K 2709862,Adams,290 W 104th Ave,2,1,3,53
Circle K 2709864,Arapahoe,298 S Potomac St,1,3,4,52
Circle K 2709876,Arapahoe,5095 S Federal Blvd,2,6,8,48
Circle K 2709878,Arapahoe,7425 E Arapahoe Rd,1,0,1,55
Circle K 2709879,Arapahoe,7550 S University Blvd,1,2,3,53
Circle K 2709880,Arapahoe,7701 E Orchard Rd,2,0,2,54
Circle K 2709883,Adams,8815 Federal Blvd,2,3,5,51
Circle K 2709892,Douglas,8663 S Quebec St,3,2,5,51
Circle K 2709898,Arapahoe,2200 W Evans Ave,5,1,6,50
Circle K 2709899,Arapahoe,2290 S Havana St,3,0,3,53
Circle K 2740623,Adams,9202 Huron St,6,2,8,48
Circle K 2740648,Adams,8290 Washington St,0,0,0,56
Circle K 2740666,Douglas,94 Wolfensberger Rd,1,6,7,49
Circle K 2740691,Arapahoe,2010 W Evans Ave,4,1,5,51
Circle K 2740696,Arapahoe,2190 S Peoria St,2,4,6,50
Circle K 2741115,Adams,11195 Huron St,2,2,4,52
Circle K 2741116,Adams,3540 W 92nd Ave,1,0,1,55
Circle K 2741120,Adams,385 E Bromley Ln,1,4,5,51
Circle K 2741126,Douglas,13185 S Parker Rd,2,5,7,49
Circle K 2741139,Adams,301 E 120th Ave,1,1,2,54
Circle K 2741157,Douglas,9701 S Parker Rd,0,2,2,54
Circle K 2741159,Douglas,34 Centennial Blvd,1,2,3,53
Circle K 2741165,Adams,4500 E 74th Ave,1,2,3,53
Circle K 2741183,Adams,7584 Sheridan Blvd,0,1,1,55
Circle K 2741189,Douglas,9945 S Oswego St,1,3,4,52
Circle K 2744048,Arapahoe,12796 E Colfax Ave,2,0,2,54
Circle K 2744051,Adams,3790 Chambers Rd,3,0,3,53
Circle K 2744052,Arapahoe,3504 S Tower Rd,1,2,3,53
Circle K 2744059,Douglas,310 S Wilcox St,2,4,6,50
Circle K 2744094,Arapahoe,7607 E Iliff Ave,2,0,2,54
Circle K 2744095,Adams,5810 N Broadway,1,4,5,51
Circle K 2744098,Arapahoe,4596 S Broadway,2,1,3,53
Circle K 2744099,Arapahoe,7296 E Belleview Ave,3,2,5,51
Circle K 2744101,Adams,801 W 84th Ave,3,1,4,52
Circle K 2744118,Douglas,2020 E County Line Rd,1,1,2,54
Circle K 2744123,Arapahoe,1599 W Littleton Blvd,0,0,0,56
Circle K 2744127,Arapahoe,5171 E Arapahoe Rd,0,0,0,56
Circle K 2744137,Douglas,19302 E Plaza Dr,3,3,6,50
Circle K 2744144,Adams,8801 Washington St,1,0,1,55
Circle K 2744147,Adams,7285 Pecos St,0,1,1,55
Circle K 9869,Arapahoe,3694 W Bowles Ave,0,0,0,56
Circle K Store 2704585,Arapahoe,17001 Parkerhouse Rd,3,1,4,52
City Donuts,Arapahoe,5816 S Lowell Blvd,2,2,4,52
City Donuts,Arapahoe,746 Peoria St,6,6,12,44
Clara Metz Elementary,Adams,2341 Sherrelwood Dr,0,1,1,55
Clayton Elementary,Arapahoe,4600 S Fox St,1,0,1,55
Clayton Elementary,Arapahoe,475 W Union Ave,1,0,1,55
Clayton/Academy High Kitchen,Adams,8970 York St,3,1,4,52
Clear Sky Elementary,Douglas,1470 Clear Sky Way,0,0,0,56
Clearwater Cafe,Arapahoe,5800 S Powhaton Rd,1,1,2,54
Cleopatra Grill and Hummus,Adams,10250 Federal Blvd Unit 300,5,5,10,46
Clock Tower Grill,Douglas,9360 Station St Ste 100,3,5,8,48
Club at Ravenna Half Way House,Douglas,7694 Raphael Ln,0,3,3,53
Clyde Miller Elementary,Adams,1701 Espana St,1,0,1,55
CoBank Cafe,Arapahoe,6340 S Fiddlers Green Cir,2,4,6,50
Cochino Taco,Arapahoe,3495 S Downing St,7,5,12,44
Coco Pirata,Arapahoe,10600 E Iliff Ave,7,2,9,47
Code Poke,Douglas,1601 Mayberry Dr Ste 103,3,1,4,52
Codys Cafe and Bar,Arapahoe,10203 E Iliff Ave,5,2,7,49
Cold Stone Creamery,Adams,245 Pavilions Pl Unit A,1,3,4,52
Cold Stone Creamery,Arapahoe,14132 E Cedar Ave Unit A,2,2,4,52
Cold Stone Creamery,Arapahoe,23973 E Prospect Ave Unit A,0,0,0,56
Cold Stone Creamery,Arapahoe,697 W Hampden Ave,1,2,3,53
Cold Stone Creamery,Arapahoe,7301 S Santa Fe Dr Unit 110,2,7,9,47
Cold Stone Creamery,Douglas,312 Metzler Dr Unit A,0,0,0,56
Cold Stone Creamery,Douglas,8441 S Yosemite St Ste 5,3,5,8,48
Cold Stone Creamery 123,Douglas,17051 Lincoln Ave Unit L,1,1,2,54
Cold Stone Creamery 722,Douglas,9338 Dorchester St Unit A3,0,4,4,52
Colonnas Pizza,Douglas,11215 S Parker Rd Unit A,3,7,10,46
Colonnas Pizza and Pasta,Arapahoe,7475 E Arapahoe Rd Ste 6,1,2,3,53
Colorado Cork and Keg,Douglas,971 Park St,0,0,0,56
Colorado Early Colleges Aurora,Arapahoe,350 Blackhawk St,0,0,0,56
Colorado Early Colleges Douglas County,Douglas,10235 Park Glenn Way,0,0,0,56
Colorado Golf Club/ Main Bar Kitchen,Douglas,8000 Preservation Trl,2,9,11,45
Colorado Ranch Market Bakery,Adams,11505 E Colfax Ave,5,8,13,43
Colorado Singh Sabha,Adams,20555 E 120th Ave,5,8,13,43
Colorado Stem Academy,Adams,7281 Irving St,0,0,0,56
Colorado Taproom and Grill,Douglas,19539 Hess Rd Unit 101,1,1,2,54
